OBJECTID,SciName,CommName_E,CommName_F,Population,SpeciesID,SiteID,SiteName,CHApproach,CHMethod,Region,ProvTerr,LandTenure,UTMZone,Easting,Northing,Latitude,Longitude,Area_ha,Comments,DateEdited,CHStatus,CHDetail,CHVariant,FedDept,Shape_Leng,Shape_Area
248,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,323442.3739,5439357.527,49.08173215,-119.4179447,0.056887451,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,147.6922557,568.8745137
249,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,359440.9863,5438353.671,49.08198001,-118.9249262,0.029972531,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,81.256728,299.725306
250,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330197.2548,5439248.112,49.08264886,-119.3254725,0.034827689,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,88.25318723,348.2768918
251,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325801.4795,5439376.537,49.08257502,-119.3856746,0.936350076,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,410.4987483,9363.500755
252,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,337745.0982,5438565.348,49.07854733,-119.2219132,17.32359575,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3046.707117,173235.9575
253,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,340926.3144,5438515.708,49.07893123,-119.1783635,22.49528579,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3344.325191,224952.8579
254,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374584.2649,5437962.307,49.08173267,-118.7175243,5.005760765,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1089.916037,50057.60765
255,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373910.2245,5438048.113,49.08236649,-118.7267774,10.88049445,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1661.850612,108804.9445
256,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,385078.6488,5437935.299,49.08353848,-118.5738592,1.431845289,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,615.5437146,14318.45289
257,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325996.7953,5439322.893,49.08214812,-119.3829791,1.134614343,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,751.1438939,11346.14343
258,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,340085.126,5438715.521,49.08050942,-119.189953,20.22371396,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3292.714829,202237.1396
259,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,329972.7836,5439274.98,49.0828284,-119.3285553,9.116052567,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1972.142006,91160.52567
260,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,350863.4295,5438923.855,49.08508769,-119.0425283,0.096287245,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,148.4857753,962.8724458
261,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,384818.5855,5437886.05,49.08304703,-118.5774053,8.00582737,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1688.817496,80058.2737
262,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,370740.3515,5438401.193,49.08488366,-118.7702797,0.117640154,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,190.1726312,1176.401541
263,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,384231.5624,5437825.849,49.08239557,-118.5854241,27.2122246,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3312.506348,272122.246
264,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325958.8142,5439655.314,49.08512508,-119.3836418,1.865385906,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,917.5501996,18653.85906
265,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,334164.3424,5435803.356,49.05276731,-119.2697764,4508.774,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,208967.4983,45087740
266,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344306.6661,5439050.779,49.08460521,-119.1323128,4.341856261,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,921.7079666,43418.56261
267,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,335563.8919,5439107.845,49.08284492,-119.2519791,17.77099566,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2704.584004,177709.9566
268,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,334766.6232,5439517.252,49.08631139,-119.2630562,0.544620161,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,322.5752482,5446.201609
269,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369565.914,5438632.57,49.08671625,-118.7864307,0.223251348,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,218.7783866,2232.513475
270,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369709.0984,5438620.809,49.08664083,-118.7844669,0.827859699,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,450.6467841,8278.59699
271,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369469.9157,5438634.593,49.08671408,-118.7877455,0.609092797,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,361.0190253,6090.92797
272,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373692.8029,5438525.599,49.08661517,-118.7299027,0.896655956,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,482.9547668,8966.559558
273,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325692.2986,5439710.608,49.08554664,-119.3873125,3.799449618,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1673.162885,37994.49618
274,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,340822.4545,5439357.127,49.08646788,-119.1801159,12.4929063,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2360.497529,124929.063
275,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,367782.9461,5438785.016,49.08770647,-118.8108875,0.433954138,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,325.8320567,4339.54138
276,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327070.3804,5439901.905,49.08765465,-119.3685371,1.490255784,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,491.7873109,14902.55784
277,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325322.9584,5439980.804,49.08787037,-119.3924831,0.659467441,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,326.2074776,6594.674405
278,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326316.6871,5440006.429,49.08838188,-119.3788957,0.538172309,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,296.6489593,5381.723089
279,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327991.0728,5439685.677,49.0859692,-119.355846,7.14650274,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1945.473161,71465.0274
280,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,366778.4518,5439006.553,49.08948167,-118.8247111,0.134670939,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,172.1330165,1346.709391
281,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330135.9864,5439949.136,49.08893281,-119.3266054,1.178812612,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,504.6686366,11788.12612
282,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330879.1597,5439445.031,49.08460649,-119.3162241,43.08644763,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5014.983096,430864.4763
283,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338446.5444,5439725.056,49.08915612,-119.2127785,0.844322859,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,489.8855592,8443.228589
284,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326087.4094,5440145.464,49.08956675,-119.3820931,0.66445266,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,315.6895134,6644.526603
285,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374447.3418,5438891.805,49.09006227,-118.7196872,0.085264763,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,173.1013976,852.6476291
286,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,329463.5007,5440040.914,49.08957175,-119.3358471,1.369004583,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,513.0986507,13690.04583
287,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,366872.9195,5439060.109,49.08998364,-118.8234355,0.956526206,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,433.6306536,9565.262065
288,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,325609.205,5440201.479,49.08993489,-119.3886613,1.61425122,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,624.541264,16142.5122
289,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,329104.7906,5440128.831,49.09026245,-119.3407932,0.619034145,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,377.1695436,6190.341452
290,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328585.5786,5439904.221,49.08809928,-119.3478035,5.805685791,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1541.270133,58056.85791
291,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338404.3434,5439942.62,49.09110067,-119.213443,0.101475711,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,199.1568018,1014.757114
292,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,336466.2366,5438812.185,49.08042771,-119.2395117,141.8621175,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,13696.13765,1418621.175
293,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374309.886,5439021.547,49.09120077,-118.7216094,3.365923215,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,993.2855989,33659.23215
294,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,339130.5323,5440007.045,49.09187002,-119.2035295,0.090934987,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,128.4435397,909.3498656
295,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330811.7133,5440177.644,49.09117277,-119.3174537,1.85949592,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,724.0958774,18594.9592
296,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,383824.6331,5438466.277,49.08807764,-118.5911787,46.40759312,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4918.312355,464075.9312
297,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373639.431,5438949.065,49.09041176,-118.7307657,7.744506294,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1793.662905,77445.06294
298,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327194.8322,5440338.841,49.09161669,-119.3670209,3.797898427,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,867.7579293,37978.98427
299,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331038.5486,5440328.054,49.09258699,-119.3144121,2.044599316,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,688.4994904,20445.99316
300,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373063.8732,5439259.771,49.09308697,-118.738743,1.045893301,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,419.91754,10458.93301
301,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,384126.9978,5439052.312,49.09340428,-118.5872071,0.769000424,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,437.1501518,7690.004236
302,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373682.1764,5439346.63,49.09399518,-118.7303048,0.562712981,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,414.6097259,5627.129814
303,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328983.7676,5440572.673,49.09421806,-119.3426372,1.183611778,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,461.5235134,11836.11778
304,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373005.3374,5439477.048,49.0950285,-118.7396127,0.090787732,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,124.8500831,907.877317
305,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331257.7584,5440574.596,49.09486309,-119.3115149,0.448440035,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,339.9696472,4484.400351
306,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326131.5943,5440450.612,49.0923218,-119.3816197,9.523223482,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2165.145504,95232.23482
307,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373505.8517,5439567.829,49.09594784,-118.7327882,1.325525076,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,661.7177406,13255.25076
308,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371846.8613,5439581.742,49.09572964,-118.7555073,4.841886934,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,961.7895256,48418.86934
309,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331213.8957,5440763.949,49.09655299,-119.3121943,1.36733233,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,596.5744668,13673.3233
310,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330783.1371,5440598.339,49.09494616,-119.3180209,6.884799993,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1487.395255,68847.99993
311,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330957.7537,5440831.301,49.09708804,-119.3157284,1.851095076,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,602.7062332,18510.95076
312,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374399.2154,5439740.469,49.09768313,-118.7206099,0.373630891,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,294.8795997,3736.308912
313,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,335673.4409,5440325.922,49.0938229,-119.2509752,16.06858176,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3099.359891,160685.8176
314,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331410.444,5440932.694,49.09812358,-119.3095745,2.767470428,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1051.080487,27674.70428
315,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326528.1026,5440727.01,49.09491789,-119.3763119,26.797685,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3234.268489,267976.85
316,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371931.0608,5439903.104,49.09863661,-118.7544563,0.878253828,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,421.6275747,8782.538284
317,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371650.5018,5439920.659,49.09873599,-118.7583034,2.841051185,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,771.1938721,28410.51185
318,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373615.0332,5439912.347,49.09906796,-118.731401,2.811217594,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,878.3616533,28112.17594
319,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369176.3637,5440192.536,49.10065933,-118.7922683,0.044280327,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,96.90324724,442.8032729
320,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,336629.6491,5440966.381,49.09983431,-119.2381463,3.637482575,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,983.72171,36374.82575
321,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369462.827,5440156.167,49.10039318,-118.7883341,1.440268834,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,509.6263415,14402.68834
322,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,347806.2185,5440585.073,49.09927295,-119.0849957,10.07749098,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1700.020773,100774.9098
323,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369293.5511,5440257.112,49.10126484,-118.7906846,0.516375299,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,327.640507,5163.752993
